637	13.58
530	21.28
132	22.04
759	16.07
513	24.34
968	1.84
759	11.58
968	24.79
759	12.65
605	28.22
525	7.94
637	2.19
871	20.94
968	7.11
700	1.40
637	19.93
530	22.13
968	9.05
132	21.28
871	20.66
590	18.90
204	12.22
128	10.75
968	4.20
759	27.44
968	8.48
871	13.31
128	25.21
128	14.94
700	18.62
759	9.03
530	26.06
605	19.72
204	10.29
637	17.14
530	6.96
530	21.94
637	27.45
759	10.41
637	25.08
968	20.52
132	21.86
204	19.71
513	9.84
590	0.18
871	9.91
700	16.39
968	11.22
968	5.95
132	23.86
968	15.34
530	20.89
700	14.98
530	3.05
132	22.12
525	1.63
530	0.93
637	8.68
128	5.45
204	7.66
759	27.09
871	9.27
968	0.83
132	9.78
530	3.58
968	14.47
605	2.39
204	25.55
605	9.76
590	27.11
700	21.04
204	3.59
132	26.16
590	4.75
530	18.40
968	3.48
605	3.77
132	6.65
637	19.91
871	7.04
637	3.33
525	2.16
525	27.94
968	21.34
