605	203.05
605	134.36
530	25.68
605	72.72
530	253.78
204	311.91
204	193.95
759	326.98
128	376.08
590	398.36
968	217.60
637	335.34
871	228.01
605	329.00
871	230.87
605	411.47
968	86.38
700	100.96
637	312.27
590	433.05
871	293.14
132	142.95
204	282.23
700	281.46
968	96.99
513	388.19
605	242.51
637	342.30
204	306.43
700	130.35
204	100.98
637	359.04
128	146.27
871	283.48
513	359.84
132	27.12
700	239.37
530	263.74
871	219.26
871	379.27
700	82.18
968	251.40
128	206.26
128	106.75
871	27.52
530	123.56
513	84.01
590	422.92
525	355.99
759	104.40
871	236.91
759	318.31
871	391.70
530	337.06
759	378.14
132	397.06
605	211.35
968	136.11
700	200.05
128	8.38
128	44.97
132	237.86
530	23.80
525	431.26
637	142.19
605	316.22
605	326.43
513	429.76
871	176.34
132	281.43
128	422.05
132	381.66
637	241.37
590	290.84
637	393.71
637	258.85
590	261.40
759	46.33
968	183.40
968	271.36
128	213.56
637	279.35
590	383.03
590	157.97
637	245.60
132	312.24
128	32.86
637	189.97
968	282.84
128	257.46
871	302.73
513	303.66
530	234.63
132	99.33
513	31.98
637	86.28
968	77.82
871	353.79
700	91.94
128	431.83
132	357.55
968	248.64
513	138.75
590	432.14
968	274.89
968	193.01
759	231.98
700	345.97
513	119.89
128	110.59
204	362.12
605	48.72
525	80.02
525	82.05
513	388.75
590	337.85
637	369.56
128	252.15
525	161.62
525	434.13
513	282.30
637	249.73
525	137.72
513	197.86
513	65.57
637	332.25
513	314.68
513	47.11
132	65.26
513	393.16
871	138.55
700	116.94
759	398.89
530	236.12
513	433.21
590	17.96
525	127.13
530	325.94
513	281.61
525	36.98
530	10.22
590	407.34
605	42.53
637	300.09
590	34.83
513	131.85
759	135.62
128	156.11
968	358.66
132	223.74
525	110.85
530	394.12
530	223.57
128	30.77
759	144.76
605	390.12
513	173.77
590	399.82
530	352.44
525	14.24
700	313.97
128	257.41
759	302.59
128	10.23
525	38.86
700	356.04
759	101.86
759	194.87
590	82.08
513	194.31
513	127.30
132	176.15
530	60.51
590	90.53
605	191.36
605	139.82
132	325.86
204	57.98
968	353.80
525	365.21
525	235.42
871	264.08
590	19.96
204	219.12
871	174.48
525	214.36
525	350.23
871	192.83
590	193.29
871	172.49
871	398.91
968	141.60
700	144.49
700	152.88
968	25.11
513	41.49
132	253.75
525	232.64
605	161.21
530	277.21
590	169.79
637	418.99
530	166.04
871	339.58
968	257.03
590	86.40
968	338.60
590	94.88
605	300.76
525	80.75
637	395.85
605	142.61
530	150.52
590	169.43
530	232.48
132	157.60
700	44.47
132	315.22
700	174.89
204	166.10
637	189.34
700	168.17
525	310.54
525	206.93
204	208.11
637	260.16
759	197.50
204	285.75
525	179.18
513	68.49
637	159.43
605	243.65
871	165.04
525	338.32
204	119.13
525	323.88
968	0.53
590	339.22
637	50.89
637	217.20
605	113.35
525	192.39
759	153.06
605	285.47
204	173.00
513	164.85
132	409.99
590	423.62
605	313.16
530	274.86
128	312.21
525	121.14
525	325.04
637	324.02
759	249.00
871	95.06
637	279.89
968	23.08
204	107.97
871	382.38
590	85.96
605	302.00
871	316.06
700	11.32
525	79.31
871	13.81
513	134.78
530	240.84
513	117.69
637	46.99
513	35.20
513	294.91
204	94.34
204	360.01
204	240.85
590	226.87
968	108.86
204	295.73
204	402.41
513	321.28
204	417.66
605	179.83
968	388.79
513	9.94
525	231.08
605	142.73
871	244.09
525	407.33
513	184.10
637	382.52
204	240.05
605	122.04
513	272.95
204	194.43
968	182.27
525	254.89
871	74.46
605	49.52
759	120.97
128	20.28
204	87.15
605	349.84
700	376.32
759	130.55
605	164.70
968	313.15
637	240.75
132	97.37
132	139.05
590	281.38
637	337.54
871	324.01
605	163.77
513	171.11
759	303.18
128	321.08
525	69.24
637	338.06
605	192.35
605	48.46
132	373.21
968	252.65
204	320.02
871	155.78
968	402.19
871	258.53
204	396.34
759	159.35
525	221.07
132	100.14
530	240.89
637	191.93
637	90.89
637	153.69
605	292.09
525	67.27
759	149.36
204	89.22
530	248.70
590	357.15
605	87.13
759	31.05
525	134.92
132	201.44
128	221.03
132	291.73
128	393.36
525	133.52
132	351.64
530	49.59
700	247.36
968	328.28
590	215.88
590	92.24
605	185.89
530	153.40
968	346.51
132	169.12
968	81.21
759	221.19
700	165.49
128	424.34
128	385.12
605	423.74
968	164.73
637	216.55
204	143.89
637	200.27
968	216.41
605	377.08
204	184.40
525	184.14
204	95.14
204	388.77
968	229.06
525	389.02
590	81.15
525	362.89
204	226.35
968	349.10
525	396.48
128	274.04
132	196.50
700	203.40
204	2.04
530	197.08
