204	199.75
700	231.12
128	201.97
530	281.74
132	67.68
204	152.84
590	72.96
759	288.69
871	8.60
871	167.00
637	126.29
513	45.62
530	148.92
525	23.60
590	255.35
204	291.27
871	74.37
513	409.13
132	13.28
128	334.31
871	157.51
700	220.88
513	381.88
700	197.18
759	340.44
590	28.69
637	15.64
700	40.67
759	399.15
871	166.94
871	332.95
968	265.38
605	338.96
204	379.46
968	75.04
871	74.73
530	14.29
871	254.71
128	168.45
525	285.00
605	89.36
530	363.56
525	287.14
637	359.00
525	211.39
871	103.96
759	73.48
128	37.15
132	340.90
204	314.54
700	282.19
605	110.21
637	297.37
700	25.49
637	146.60
132	242.44
513	273.49
513	306.66
204	226.83
132	154.55
513	261.16
871	166.17
759	23.91
525	90.09
132	60.30
525	219.14
759	165.62
204	221.77
590	323.74
605	349.20
968	289.99
968	14.42
132	99.06
968	279.77
968	79.31
700	237.72
700	358.90
513	396.88
128	340.64
513	133.46
590	193.34
968	0.07
204	315.84
204	169.15
132	304.52
871	321.29
968	20.83
132	273.70
590	74.45
759	175.95
871	247.47
590	270.16
968	301.62
204	181.11
968	304.05
132	139.97
759	25.86
605	207.94
871	1.79
700	196.77
204	308.63
590	123.18
637	179.57
513	25.78
204	255.45
513	34.56
700	383.64
637	154.70
132	382.74
204	403.45
759	20.63
968	143.21
871	110.92
968	165.37
759	315.49
759	258.52
513	190.07
513	193.15
637	11.18
605	404.35
128	365.84
637	402.12
128	306.92
968	55.31
605	175.04
128	94.31
590	333.67
132	147.19
759	198.72
871	30.53
968	342.11
759	40.03
605	99.48
525	371.96
700	129.75
700	190.38
700	280.40
530	403.35
759	32.22
204	356.48
590	304.46
605	397.24
700	114.84
513	359.63
759	171.71
968	191.94
700	2.21
637	165.61
605	32.96
513	154.03
525	341.54
128	85.85
513	297.56
700	139.82
530	294.85
637	123.87
204	184.94
128	345.99
530	150.37
759	249.19
968	386.85
968	95.29
513	405.64
513	327.17
968	1.05
530	126.39
637	334.96
759	61.36
759	50.29
132	218.14
759	54.59
759	157.24
530	175.36
513	332.25
637	409.76
871	180.33
637	67.99
700	391.92
605	324.24
605	385.82
204	201.94
128	121.75
204	49.28
759	36.69
637	282.65
590	408.45
525	159.69
132	31.40
605	152.63
530	7.99
204	324.10
128	23.95
204	159.08
637	33.21
525	37.53
513	344.41
700	120.15
700	75.21
968	172.69
204	53.74
530	372.69
128	142.16
590	220.66
590	392.06
128	0.71
590	336.08
530	39.14
525	135.81
871	316.20
530	406.37
759	351.71
700	158.25
637	274.65
530	32.18
525	45.10
530	143.45
132	258.34
204	72.04
605	218.18
968	280.65
530	70.69
128	276.05
132	373.30
525	247.32
525	63.51
204	240.87
968	258.21
605	215.86
968	244.20
637	72.14
637	140.20
525	202.27
525	175.42
128	36.03
513	127.05
530	92.57
590	161.05
204	10.31
513	268.78
871	257.39
871	252.02
968	210.74
530	251.42
871	287.27
525	157.85
968	98.33
871	318.27
700	303.65
605	36.58
590	195.16
590	396.78
513	298.64
128	221.43
513	99.38
871	205.66
759	308.98
525	364.59
605	307.62
759	25.90
700	300.09
530	357.41
637	379.55
128	39.56
590	363.30
968	127.46
637	171.86
968	106.09
132	123.01
759	92.28
759	243.07
871	5.28
871	252.78
637	190.55
759	25.72
968	104.87
128	47.30
128	112.67
590	335.19
637	209.20
871	81.79
759	260.74
132	163.27
