871	152.42
590	75.00
132	54.80
530	51.60
128	25.81
132	144.55
513	11.96
590	77.59
605	22.29
605	34.18
968	70.50
871	140.65
871	39.77
132	65.25
590	89.46
530	112.04
968	62.27
700	107.76
700	105.64
968	79.39
968	164.44
637	56.87
871	16.93
605	19.59
871	58.75
759	61.51
530	85.40
605	174.76
525	11.88
700	72.45
700	164.14
590	42.86
605	23.64
759	107.19
525	66.79
968	39.14
204	43.91
637	64.75
637	83.02
513	107.80
605	163.70
700	104.88
637	172.31
700	161.89
700	151.98
968	9.73
525	132.10
759	42.29
968	159.83
759	110.02
605	76.86
871	51.64
759	97.45
590	19.38
204	143.20
968	110.87
637	117.67
759	85.00
530	34.15
968	9.07
637	96.15
759	76.68
605	90.18
530	100.12
513	166.16
530	99.21
132	25.74
530	13.74
128	48.60
759	156.84
204	151.58
513	137.99
525	4.82
637	69.77
204	165.72
530	29.69
128	76.23
128	111.83
525	130.69
132	39.66
590	69.00
700	164.52
132	142.41
132	128.66
637	168.75
968	127.98
132	81.15
700	54.89
204	6.64
